Country,Year,Subcommodity,Production (in tonnes),Source
Japan,1982,ilmenite and leucoxene,0,USGS
Japan,1982,titanium ores and concentrates,0,USGS
Japan,1982,titanium slag,0,USGS
Japan,1983,ilmenite,0,USGS
Japan,1983,ilmenite and leucoxene,0,USGS
Japan,1983,titanium ores and concentrates,0,USGS
Japan,1983,titanium slag,0,USGS
Japan,1984,ilmenite,0,USGS
Japan,1984,ilmenite and leucoxene,0,USGS
Japan,1984,titanium ores and concentrates,0,USGS
Japan,1984,titanium slag,0,USGS
Japan,1985,ilmenite,0,USGS
Japan,1985,ilmenite and leucoxene,0,USGS
Japan,1985,titanium ores and concentrates,0,USGS
Japan,1985,titanium slag,0,USGS
Japan,1986,ilmenite,0,USGS
Japan,1986,ilmenite and leucoxene,0,USGS
Japan,1986,titanium ores and concentrates,0,USGS
Japan,1986,titanium slag,0,USGS
Japan,1987,ilmenite,0,USGS
Japan,1987,ilmenite and leucoxene,0,USGS
Japan,1987,titanium ores and concentrates,0,USGS
Japan,1987,titanium slag,0,USGS
Japan,1988,ilmenite,0,USGS
Japan,1988,ilmenite and leucoxene,0,USGS
Japan,1988,titanium ores and concentrates,0,USGS
Japan,1988,titanium slag,0,USGS
Japan,1989,ilmenite,0,USGS
Japan,1989,ilmenite and leucoxene,0,USGS
Japan,1989,titanium ores and concentrates,0,USGS
Japan,1989,titanium slag,0,USGS
Japan,1990,ilmenite,0,USGS
Japan,1990,ilmenite and leucoxene,0,USGS
Japan,1990,titanium ores and concentrates,0,USGS
Japan,1990,titanium slag,0,USGS
Japan,1991,ilmenite,0,USGS
Japan,1991,ilmenite and leucoxene,0,USGS
Japan,1991,titanium ores and concentrates,0,USGS
Japan,1991,titanium slag,0,USGS
Japan,1992,ilmenite,0,USGS
Japan,1992,ilmenite and leucoxene,0,USGS
Japan,1992,titanium ores and concentrates,0,USGS
Japan,1992,titanium slag,0,USGS
Japan,1993,ilmenite,0,USGS
Japan,1993,ilmenite and leucoxene,0,USGS
Japan,1993,titanium ores and concentrates,0,USGS
Japan,1993,titanium slag,0,USGS
Japan,1994,ilmenite,0,USGS
Japan,1994,ilmenite and leucoxene,0,USGS
Japan,1994,titanium ores and concentrates,0,USGS
Japan,1994,titanium slag,0,USGS
Japan,1995,ilmenite,0,USGS
Japan,1995,ilmenite and leucoxene,0,USGS
Japan,1995,titanium ores and concentrates,0,USGS
Japan,1995,titanium slag,0,USGS
Japan,1996,ilmenite,0,USGS
Japan,1996,ilmenite and leucoxene,0,USGS
Japan,1996,titanium ores and concentrates,0,USGS
Japan,1996,titanium slag,0,USGS
Japan,1997,ilmenite,0,USGS
Japan,1997,ilmenite and leucoxene,0,USGS
Japan,1997,titanium ores and concentrates,0,USGS
Japan,1997,titanium slag,0,USGS
Japan,1998,ilmenite,0,USGS
Japan,1998,ilmenite and leucoxene,0,USGS
Japan,1998,titanium ores and concentrates,0,USGS
Japan,1998,titanium slag,0,USGS
Japan,1999,ilmenite,0,USGS
Japan,1999,ilmenite and leucoxene,0,USGS
Japan,1999,titanium ores and concentrates,0,USGS
Japan,1999,titanium slag,0,USGS
Japan,2000,ilmenite,0,USGS
Japan,2000,ilmenite and leucoxene,0,USGS
Japan,2000,titanium ores and concentrates,0,USGS
Japan,2000,titanium slag,0,USGS
Japan,2001,ilmenite,0,USGS
Japan,2001,ilmenite and leucoxene,0,USGS
Japan,2001,titanium ores and concentrates,0,USGS
Japan,2001,titanium slag,0,USGS
Japan,2002,ilmenite,0,USGS
Japan,2002,ilmenite and leucoxene,0,USGS
Japan,2002,titanium ores and concentrates,0,USGS
Japan,2002,titanium slag,0,USGS
Japan,2003,ilmenite,0,USGS
Japan,2003,ilmenite and leucoxene,0,USGS
Japan,2003,titanium ores and concentrates,0,USGS
Japan,2003,titanium slag,0,USGS
Japan,2004,ilmenite,0,USGS
Japan,2004,ilmenite and leucoxene,0,USGS
Japan,2004,titanium ores and concentrates,0,USGS
Japan,2004,titanium slag,0,USGS
Japan,2005,ilmenite,0,USGS
Japan,2005,ilmenite and leucoxene,0,USGS
Japan,2005,titanium ores and concentrates,0,USGS
Japan,2005,titanium slag,0,USGS
Japan,2006,ilmenite,0,USGS
Japan,2006,ilmenite and leucoxene,0,USGS
Japan,2006,titanium ores and concentrates,0,USGS
Japan,2006,titanium slag,0,USGS
Japan,2007,ilmenite,0,USGS
Japan,2007,ilmenite and leucoxene,0,USGS
Japan,2007,titanium ores and concentrates,0,USGS
Japan,2007,titanium slag,0,USGS
Japan,2008,ilmenite,0,USGS
Japan,2008,ilmenite and leucoxene,0,USGS
Japan,2008,titanium ores and concentrates,0,USGS
Japan,2008,titanium slag,0,USGS
Japan,2009,ilmenite,0,USGS
Japan,2009,ilmenite and leucoxene,0,USGS
Japan,2009,titanium ores and concentrates,0,USGS
Japan,2009,titanium slag,0,USGS
Japan,2010,ilmenite,0,USGS
Japan,2010,ilmenite and leucoxene,0,USGS
Japan,2010,titanium ores and concentrates,0,USGS
Japan,2010,titanium slag,0,USGS
Japan,2011,ilmenite,0,USGS
Japan,2011,ilmenite and leucoxene,0,USGS
Japan,2011,titanium ores and concentrates,0,USGS
Japan,2011,titanium slag,0,USGS
Japan,2012,ilmenite,0,USGS
Japan,2012,ilmenite and leucoxene,0,USGS
Japan,2012,titanium ores and concentrates,0,USGS
Japan,2012,titanium slag,0,USGS
Japan,2013,ilmenite,0,USGS
Japan,2013,ilmenite and leucoxene,0,USGS
Japan,2013,titanium ores and concentrates,0,USGS
Japan,2013,titanium slag,0,USGS
Japan,2014,ilmenite,0,USGS
Japan,2014,ilmenite and leucoxene,0,USGS
Japan,2014,titanium ores and concentrates,0,USGS
Japan,2014,titanium slag,0,USGS
Japan,2015,ilmenite,0,USGS
Japan,2015,ilmenite and leucoxene,0,USGS
Japan,2015,titanium ores and concentrates,0,USGS
Japan,2015,titanium slag,0,USGS
Japan,2016,ilmenite,0,USGS
Japan,2016,ilmenite and leucoxene,0,USGS
Japan,2016,titanium ores and concentrates,0,USGS
Japan,2016,titanium slag,0,USGS
Japan,2017,ilmenite,0,USGS
Japan,2017,ilmenite and leucoxene,0,USGS
Japan,2017,titanium ores and concentrates,0,USGS
Japan,2017,titanium slag,0,USGS
Japan,2018,ilmenite,0,USGS
Japan,2018,ilmenite and leucoxene,0,USGS
Japan,2018,titanium ores and concentrates,0,USGS
Japan,2018,titanium slag,0,USGS
Japan,2019,ilmenite,0,USGS
Japan,2019,ilmenite and leucoxene,0,USGS
Japan,2019,titanium ores and concentrates,0,USGS
Japan,2019,titanium slag,0,USGS
Japan,2020,ilmenite,0,USGS
Japan,2020,ilmenite and leucoxene,0,USGS
Japan,2020,titanium ores and concentrates,0,USGS
Japan,2020,titanium slag,0,USGS
Japan,2021,ilmenite,0,USGS
Japan,2021,ilmenite and leucoxene,0,USGS
Japan,2021,titanium ores and concentrates,0,USGS
Japan,2021,titanium slag,0,USGS
Japan,2022,ilmenite,0,USGS
Japan,2022,ilmenite and leucoxene,0,USGS
Japan,2022,titanium ores and concentrates,0,USGS
Japan,2022,titanium slag,0,USGS
Kazakhstan,1950,ilmenite and leucoxene,0,USGS
Kazakhstan,1950,titanium ores and concentrates,0,USGS
Kazakhstan,1951,ilmenite and leucoxene,0,USGS
Kazakhstan,1951,titanium ores and concentrates,0,USGS
Kazakhstan,1952,ilmenite and leucoxene,0,USGS
Kazakhstan,1952,titanium ores and concentrates,0,USGS
Kazakhstan,1953,ilmenite and leucoxene,0,USGS
Kazakhstan,1953,titanium ores and concentrates,0,USGS
Kazakhstan,1954,ilmenite and leucoxene,0,USGS
Kazakhstan,1954,titanium ores and concentrates,0,USGS
Kazakhstan,1955,ilmenite and leucoxene,0,USGS
Kazakhstan,1955,titanium ores and concentrates,0,USGS
Kazakhstan,1956,ilmenite and leucoxene,0,USGS
Kazakhstan,1956,titanium ores and concentrates,0,USGS
Kazakhstan,1957,ilmenite and leucoxene,0,USGS
Kazakhstan,1957,titanium ores and concentrates,0,USGS
Kazakhstan,1958,ilmenite and leucoxene,0,USGS
Kazakhstan,1958,titanium ores and concentrates,0,USGS
Kazakhstan,1959,ilmenite and leucoxene,0,USGS
Kazakhstan,1959,titanium ores and concentrates,0,USGS
Kazakhstan,1960,ilmenite and leucoxene,0,USGS
Kazakhstan,1960,titanium ores and concentrates,0,USGS
Kazakhstan,1961,ilmenite and leucoxene,0,USGS
Kazakhstan,1961,titanium ores and concentrates,0,USGS
Kazakhstan,1962,ilmenite and leucoxene,0,USGS
Kazakhstan,1962,titanium ores and concentrates,0,USGS
Kazakhstan,1963,ilmenite and leucoxene,0,USGS
Kazakhstan,1963,titanium ores and concentrates,0,USGS
Kazakhstan,1964,ilmenite and leucoxene,0,USGS
Kazakhstan,1964,titanium ores and concentrates,0,USGS
Kazakhstan,1965,ilmenite and leucoxene,0,USGS
Kazakhstan,1965,titanium ores and concentrates,0,USGS
Kazakhstan,1966,ilmenite and leucoxene,0,USGS
Kazakhstan,1966,titanium ores and concentrates,0,USGS
Kazakhstan,1967,ilmenite and leucoxene,0,USGS
Kazakhstan,1967,titanium ores and concentrates,0,USGS
Kazakhstan,1968,ilmenite and leucoxene,0,USGS
Kazakhstan,1968,titanium ores and concentrates,0,USGS
Kazakhstan,1969,ilmenite and leucoxene,0,USGS
Kazakhstan,1969,titanium ores and concentrates,0,USGS
Kazakhstan,1970,ilmenite and leucoxene,0,USGS
Kazakhstan,1970,titanium ores and concentrates,0,USGS
Kazakhstan,1971,ilmenite and leucoxene,0,USGS
Kazakhstan,1971,titanium ores and concentrates,0,USGS
Kazakhstan,1972,ilmenite and leucoxene,0,USGS
Kazakhstan,1972,titanium ores and concentrates,0,USGS
Kazakhstan,1973,ilmenite and leucoxene,0,USGS
Kazakhstan,1973,titanium ores and concentrates,0,USGS
Kazakhstan,1974,ilmenite and leucoxene,0,USGS
Kazakhstan,1974,titanium ores and concentrates,0,USGS
Kazakhstan,1975,ilmenite and leucoxene,0,USGS
Kazakhstan,1975,titanium ores and concentrates,0,USGS
Kazakhstan,1976,ilmenite and leucoxene,0,USGS
Kazakhstan,1976,titanium ores and concentrates,0,USGS
Kazakhstan,1977,ilmenite and leucoxene,0,USGS
Kazakhstan,1977,titanium ores and concentrates,0,USGS
Kazakhstan,1978,ilmenite and leucoxene,0,USGS
Kazakhstan,1978,titanium ores and concentrates,0,USGS
Kazakhstan,1979,ilmenite and leucoxene,0,USGS
Kazakhstan,1979,titanium ores and concentrates,0,USGS
Kazakhstan,1980,ilmenite and leucoxene,0,USGS
Kazakhstan,1980,titanium ores and concentrates,0,USGS
Kazakhstan,1981,ilmenite and leucoxene,0,USGS
Kazakhstan,1981,titanium ores and concentrates,0,USGS
Kazakhstan,1982,ilmenite and leucoxene,0,USGS
Kazakhstan,1982,titanium ores and concentrates,0,USGS
Kazakhstan,1983,ilmenite and leucoxene,0,USGS
Kazakhstan,1983,titanium ores and concentrates,0,USGS
Kazakhstan,1984,ilmenite and leucoxene,0,USGS
Kazakhstan,1984,titanium ores and concentrates,0,USGS
Kazakhstan,1985,ilmenite and leucoxene,0,USGS
Kazakhstan,1985,titanium ores and concentrates,0,USGS
Kazakhstan,1986,ilmenite and leucoxene,0,USGS
Kazakhstan,1986,titanium ores and concentrates,0,USGS
Kazakhstan,1987,ilmenite and leucoxene,0,USGS
Kazakhstan,1987,titanium ores and concentrates,0,USGS
Kazakhstan,1988,ilmenite and leucoxene,0,USGS
Kazakhstan,1988,titanium ores and concentrates,0,USGS
Kazakhstan,1989,ilmenite and leucoxene,0,USGS
Kazakhstan,1989,titanium ores and concentrates,0,USGS
Kazakhstan,1990,ilmenite and leucoxene,0,USGS
Kazakhstan,1990,titanium ores and concentrates,0,USGS
Kazakhstan,1991,ilmenite and leucoxene,0,USGS
Kazakhstan,1991,titanium ores and concentrates,0,USGS
Kazakhstan,1992,ilmenite and leucoxene,0,USGS
Kazakhstan,1992,titanium ores and concentrates,0,USGS
Kazakhstan,1993,ilmenite and leucoxene,0,USGS
Kazakhstan,1993,titanium ores and concentrates,0,USGS
Kazakhstan,1994,ilmenite and leucoxene,0,USGS
Kazakhstan,1994,titanium ores and concentrates,0,USGS
Kazakhstan,1995,ilmenite and leucoxene,0,USGS
Kazakhstan,1995,titanium ores and concentrates,0,USGS
Kazakhstan,1996,ilmenite and leucoxene,0,USGS
Kazakhstan,1996,titanium ores and concentrates,0,USGS
Kazakhstan,1997,ilmenite and leucoxene,0,USGS
Kazakhstan,1997,titanium ores and concentrates,0,USGS
Kazakhstan,1998,ilmenite and leucoxene,0,USGS
Kazakhstan,1998,titanium ores and concentrates,0,USGS
Kazakhstan,1999,ilmenite and leucoxene,0,USGS
Kazakhstan,1999,titanium ores and concentrates,0,USGS
Kazakhstan,2000,ilmenite and leucoxene,0,USGS
Kazakhstan,2000,titanium ores and concentrates,0,USGS
Kazakhstan,2001,ilmenite and leucoxene,40000,USGS
Kazakhstan,2001,titanium ores and concentrates,40000,USGS
Kazakhstan,2002,ilmenite and leucoxene,0,USGS
Kazakhstan,2002,titanium ores and concentrates,0,USGS
Kazakhstan,2003,ilmenite and leucoxene,9300,USGS
Kazakhstan,2003,titanium ores and concentrates,9300,USGS
Kazakhstan,2004,ilmenite and leucoxene,11670,USGS
Kazakhstan,2004,titanium ores and concentrates,11670,USGS
Kazakhstan,2005,ilmenite and leucoxene,10000,USGS
Kazakhstan,2005,titanium ores and concentrates,10000,USGS
Kazakhstan,2006,ilmenite and leucoxene,25000,USGS
Kazakhstan,2006,titanium ores and concentrates,25000,USGS
Kazakhstan,2007,ilmenite and leucoxene,25000,USGS
Kazakhstan,2007,titanium ores and concentrates,25000,USGS
Kazakhstan,2008,ilmenite and leucoxene,25000,USGS
Kazakhstan,2008,titanium ores and concentrates,25000,USGS
Kazakhstan,2009,ilmenite and leucoxene,25000,USGS
Kazakhstan,2009,titanium ores and concentrates,25000,USGS
Kazakhstan,2010,ilmenite and leucoxene,25000,USGS
Kazakhstan,2010,titanium ores and concentrates,25000,USGS
Kazakhstan,2011,ilmenite and leucoxene,25000,USGS
Kazakhstan,2011,titanium ores and concentrates,25000,USGS
Kazakhstan,2012,ilmenite and leucoxene,25000,USGS
Kazakhstan,2012,titanium ores and concentrates,25000,USGS
Kazakhstan,2013,ilmenite and leucoxene,10000,USGS
Kazakhstan,2013,titanium ores and concentrates,10000,USGS
Kazakhstan,2014,ilmenite and leucoxene,10000,USGS
Kazakhstan,2014,titanium ores and concentrates,10000,USGS
Kazakhstan,2015,ilmenite and leucoxene,8000,USGS
Kazakhstan,2015,titanium ores and concentrates,8000,USGS
Kazakhstan,2016,ilmenite and leucoxene,14000,USGS
Kazakhstan,2016,titanium ores and concentrates,14000,USGS
Kazakhstan,2017,ilmenite and leucoxene,9400,USGS
Kazakhstan,2017,titanium ores and concentrates,9400,USGS
Kazakhstan,2018,ilmenite and leucoxene,10000,USGS
Kazakhstan,2018,titanium ores and concentrates,10000,USGS
Kazakhstan,2019,ilmenite and leucoxene,15000,USGS
Kazakhstan,2019,titanium ores and concentrates,15000,USGS
Kazakhstan,2020,ilmenite and leucoxene,12000,USGS
Kazakhstan,2020,titanium ores and concentrates,12000,USGS
Kazakhstan,2021,ilmenite and leucoxene,14000,USGS
Kazakhstan,2021,titanium ores and concentrates,14000,USGS
Kazakhstan,2022,ilmenite and leucoxene,14000,USGS
Kazakhstan,2022,titanium ores and concentrates,14000,USGS
Kenya,1950,ilmenite and leucoxene,0,USGS
Kenya,1950,rutile,0,USGS
Kenya,1950,titanium ores and concentrates,0,USGS
Kenya,1951,ilmenite and leucoxene,0,USGS
Kenya,1951,rutile,0,USGS
Kenya,1951,titanium ores and concentrates,0,USGS
Kenya,1952,ilmenite and leucoxene,0,USGS
Kenya,1952,rutile,0,USGS
Kenya,1952,titanium ores and concentrates,0,USGS
Kenya,1953,ilmenite and leucoxene,0,USGS
Kenya,1953,rutile,0,USGS
Kenya,1953,titanium ores and concentrates,0,USGS
Kenya,1954,ilmenite and leucoxene,0,USGS
Kenya,1954,rutile,0,USGS
Kenya,1954,titanium ores and concentrates,0,USGS
Kenya,1955,ilmenite and leucoxene,0,USGS
Kenya,1955,rutile,0,USGS
Kenya,1955,titanium ores and concentrates,0,USGS
Kenya,1956,ilmenite and leucoxene,0,USGS
Kenya,1956,rutile,0,USGS
Kenya,1956,titanium ores and concentrates,0,USGS
Kenya,1957,ilmenite and leucoxene,0,USGS
Kenya,1957,rutile,0,USGS
Kenya,1957,titanium ores and concentrates,0,USGS
Kenya,1958,ilmenite and leucoxene,0,USGS
Kenya,1958,rutile,0,USGS
Kenya,1958,titanium ores and concentrates,0,USGS
Kenya,1959,ilmenite and leucoxene,0,USGS
Kenya,1959,rutile,0,USGS
Kenya,1959,titanium ores and concentrates,0,USGS
Kenya,1960,ilmenite and leucoxene,0,USGS
Kenya,1960,rutile,0,USGS
Kenya,1960,titanium ores and concentrates,0,USGS
Kenya,1961,ilmenite and leucoxene,0,USGS
Kenya,1961,rutile,0,USGS
Kenya,1961,titanium ores and concentrates,0,USGS
Kenya,1962,ilmenite and leucoxene,0,USGS
Kenya,1962,rutile,0,USGS
Kenya,1962,titanium ores and concentrates,0,USGS
Kenya,1963,ilmenite and leucoxene,0,USGS
Kenya,1963,rutile,0,USGS
Kenya,1963,titanium ores and concentrates,0,USGS
Kenya,1964,ilmenite and leucoxene,0,USGS
Kenya,1964,rutile,0,USGS
Kenya,1964,titanium ores and concentrates,0,USGS
Kenya,1965,ilmenite and leucoxene,0,USGS
Kenya,1965,rutile,0,USGS
Kenya,1965,titanium ores and concentrates,0,USGS
Kenya,1966,ilmenite and leucoxene,0,USGS
Kenya,1966,rutile,0,USGS
Kenya,1966,titanium ores and concentrates,0,USGS
Kenya,1967,ilmenite and leucoxene,0,USGS
Kenya,1967,rutile,0,USGS
Kenya,1967,titanium ores and concentrates,0,USGS
Kenya,1968,ilmenite and leucoxene,0,USGS
Kenya,1968,rutile,0,USGS
Kenya,1968,titanium ores and concentrates,0,USGS
Kenya,1969,ilmenite and leucoxene,0,USGS
Kenya,1969,rutile,0,USGS
Kenya,1969,titanium ores and concentrates,0,USGS
Kenya,1970,ilmenite and leucoxene,0,USGS
Kenya,1970,rutile,0,USGS
Kenya,1970,titanium ores and concentrates,0,USGS
Kenya,1971,ilmenite and leucoxene,0,USGS
Kenya,1971,rutile,0,USGS
Kenya,1971,titanium ores and concentrates,0,USGS
Kenya,1972,ilmenite and leucoxene,0,USGS
Kenya,1972,rutile,0,USGS
Kenya,1972,titanium ores and concentrates,0,USGS
Kenya,1973,ilmenite and leucoxene,0,USGS
Kenya,1973,rutile,0,USGS
Kenya,1973,titanium ores and concentrates,0,USGS
Kenya,1974,ilmenite and leucoxene,0,USGS
Kenya,1974,rutile,0,USGS
Kenya,1974,titanium ores and concentrates,0,USGS
Kenya,1975,ilmenite and leucoxene,0,USGS
Kenya,1975,rutile,0,USGS
Kenya,1975,titanium ores and concentrates,0,USGS
Kenya,1976,ilmenite and leucoxene,0,USGS
Kenya,1976,rutile,0,USGS
Kenya,1976,titanium ores and concentrates,0,USGS
Kenya,1977,ilmenite and leucoxene,0,USGS
Kenya,1977,rutile,0,USGS
Kenya,1977,titanium ores and concentrates,0,USGS
Kenya,1978,ilmenite and leucoxene,0,USGS
Kenya,1978,rutile,0,USGS
Kenya,1978,titanium ores and concentrates,0,USGS
Kenya,1979,ilmenite and leucoxene,0,USGS
Kenya,1979,rutile,0,USGS
Kenya,1979,titanium ores and concentrates,0,USGS
Kenya,1980,ilmenite and leucoxene,0,USGS
Kenya,1980,rutile,0,USGS
Kenya,1980,titanium ores and concentrates,0,USGS
Kenya,1981,ilmenite and leucoxene,0,USGS
Kenya,1981,rutile,0,USGS
Kenya,1981,titanium ores and concentrates,0,USGS
Kenya,1982,ilmenite and leucoxene,0,USGS
Kenya,1982,rutile,0,USGS
Kenya,1982,titanium ores and concentrates,0,USGS
Kenya,1983,ilmenite and leucoxene,0,USGS
Kenya,1983,rutile,0,USGS
Kenya,1983,titanium ores and concentrates,0,USGS
Kenya,1984,ilmenite and leucoxene,0,USGS
Kenya,1984,rutile,0,USGS
Kenya,1984,titanium ores and concentrates,0,USGS
Kenya,1985,ilmenite and leucoxene,0,USGS
Kenya,1985,rutile,0,USGS
Kenya,1985,titanium ores and concentrates,0,USGS
Kenya,1986,ilmenite and leucoxene,0,USGS
Kenya,1986,rutile,0,USGS
Kenya,1986,titanium ores and concentrates,0,USGS
Kenya,1987,ilmenite and leucoxene,0,USGS
Kenya,1987,rutile,0,USGS
Kenya,1987,titanium ores and concentrates,0,USGS
Kenya,1988,ilmenite and leucoxene,0,USGS
Kenya,1988,rutile,0,USGS
Kenya,1988,titanium ores and concentrates,0,USGS
Kenya,1989,ilmenite and leucoxene,0,USGS
Kenya,1989,rutile,0,USGS
Kenya,1989,titanium ores and concentrates,0,USGS
Kenya,1990,ilmenite and leucoxene,0,USGS
Kenya,1990,rutile,0,USGS
Kenya,1990,titanium ores and concentrates,0,USGS
Kenya,1991,ilmenite and leucoxene,0,USGS
Kenya,1991,rutile,0,USGS
Kenya,1991,titanium ores and concentrates,0,USGS
Kenya,1992,ilmenite and leucoxene,0,USGS
Kenya,1992,rutile,0,USGS
Kenya,1992,titanium ores and concentrates,0,USGS
Kenya,1993,ilmenite and leucoxene,0,USGS
Kenya,1993,rutile,0,USGS
Kenya,1993,titanium ores and concentrates,0,USGS
Kenya,1994,ilmenite and leucoxene,0,USGS
Kenya,1994,rutile,0,USGS
Kenya,1994,titanium ores and concentrates,0,USGS
Kenya,1995,ilmenite and leucoxene,0,USGS
Kenya,1995,rutile,0,USGS
Kenya,1995,titanium ores and concentrates,0,USGS
Kenya,1996,ilmenite and leucoxene,0,USGS
Kenya,1996,rutile,0,USGS
Kenya,1996,titanium ores and concentrates,0,USGS
Kenya,1997,ilmenite and leucoxene,0,USGS
Kenya,1997,rutile,0,USGS
Kenya,1997,titanium ores and concentrates,0,USGS
Kenya,1998,ilmenite and leucoxene,0,USGS
Kenya,1998,rutile,0,USGS
