Country,Year,Sub-commodity,Quantity in metric tons,Source
Australia,1970,Ilmenite,886452,BGS
Australia,1970,Leucoxene,10593,BGS
Australia,1970,Rutile,370867,BGS
Australia,1970,titanium ores and concentrates,1267912,BGS
Australia,1971,Ilmenite,813800,BGS
Australia,1971,Leucoxene,14560,BGS
Australia,1971,Rutile,374705,BGS
Australia,1971,titanium ores and concentrates,1203065,BGS
Australia,1972,Ilmenite,707413,BGS
Australia,1972,Leucoxene,10730,BGS
Australia,1972,Rutile,313139,BGS
Australia,1972,titanium ores and concentrates,1031282,BGS
Australia,1973,Ilmenite,719601,BGS
Australia,1973,Leucoxene,11097,BGS
Australia,1973,Rutile,335231,BGS
Australia,1973,titanium ores and concentrates,1065929,BGS
Australia,1974,Ilmenite,816746,BGS
Australia,1974,Leucoxene,14782,BGS
Australia,1974,Rutile,318702,BGS
Australia,1974,titanium ores and concentrates,1150230,BGS
Australia,1975,Ilmenite,991433,BGS
Australia,1975,Leucoxene,16871,BGS
Australia,1975,Rutile,348350,BGS
Australia,1975,titanium ores and concentrates,1356654,BGS
Australia,1976,Ilmenite,959203,BGS
Australia,1976,Leucoxene,12223,BGS
Australia,1976,Rutile,389750,BGS
Australia,1976,titanium ores and concentrates,1361176,BGS
Australia,1977,Ilmenite,1033358,BGS
Australia,1977,Leucoxene,10621,BGS
Australia,1977,Rutile,325281,BGS
Australia,1977,titanium ores and concentrates,1369260,BGS
Australia,1978,Ilmenite,1254994,BGS
Australia,1978,Leucoxene,16103,BGS
Australia,1978,Rutile,257075,BGS
Australia,1978,titanium ores and concentrates,1528172,BGS
Australia,1979,Ilmenite,1181010,BGS
Australia,1979,Leucoxene,22470,BGS
Australia,1979,Rutile,274533,BGS
Australia,1979,titanium ores and concentrates,1478013,BGS
Australia,1980,Ilmenite,1384563,BGS
Australia,1980,Leucoxene,23943,BGS
Australia,1980,Rutile,311744,BGS
Australia,1980,titanium ores and concentrates,1720250,BGS
Australia,1981,Ilmenite,1321137,BGS
Australia,1981,Leucoxene,19261,BGS
Australia,1981,Rutile,230817,BGS
Australia,1981,titanium ores and concentrates,1571215,BGS
Australia,1982,Ilmenite,1149212,BGS
Australia,1982,Leucoxene,19739,BGS
Australia,1982,Rutile,220697,BGS
Australia,1982,titanium ores and concentrates,1389648,BGS
Australia,1983,Ilmenite,892570,BGS
Australia,1983,Leucoxene,13358,BGS
Australia,1983,Rutile,163374,BGS
Australia,1983,titanium ores and concentrates,1069302,BGS
Australia,1984,Ilmenite,1493171,BGS
Australia,1984,Leucoxene,32110,BGS
Australia,1984,Rutile,170424,BGS
Australia,1984,titanium ores and concentrates,1695705,BGS
Australia,1985,Ilmenite,1418867,BGS
Australia,1985,Leucoxene,13809,BGS
Australia,1985,Rutile,211615,BGS
Australia,1985,titanium ores and concentrates,1644291,BGS
Australia,1986,Ilmenite,1237694,BGS
Australia,1986,Leucoxene,14143,BGS
Australia,1986,Rutile,215774,BGS
Australia,1986,titanium ores and concentrates,1467611,BGS
Australia,1987,Ilmenite,1498087,BGS
Australia,1987,Leucoxene,11290,BGS
Australia,1987,Rutile,246263,BGS
Australia,1987,titanium ores and concentrates,1755640,BGS
Australia,1988,Ilmenite,1610000,BGS
Australia,1988,Leucoxene,12946,BGS
Australia,1988,Rutile,231000,BGS
Australia,1988,titanium ores and concentrates,1853946,BGS
Australia,1989,Ilmenite,1696000,BGS
Australia,1989,Leucoxene,18000,BGS
Australia,1989,Rutile,243000,BGS
Australia,1989,titanium ores and concentrates,1957000,BGS
Australia,1990,Ilmenite,1602000,BGS
Australia,1990,Leucoxene,19000,BGS
Australia,1990,Rutile,245000,BGS
Australia,1990,titanium ores and concentrates,1866000,BGS
Australia,1991,Ilmenite,1476000,BGS
Australia,1991,Leucoxene,20000,BGS
Australia,1991,Rutile,193000,BGS
Australia,1991,titanium ores and concentrates,1689000,BGS
Australia,1992,Ilmenite,1787000,BGS
Australia,1992,Leucoxene,20000,BGS
Australia,1992,Rutile,183000,BGS
Australia,1992,titanium ores and concentrates,1990000,BGS
Australia,1993,Ilmenite,1795000,BGS
Australia,1993,Leucoxene,21000,BGS
Australia,1993,Rutile,187000,BGS
Australia,1993,titanium ores and concentrates,2003000,BGS
Australia,1994,Ilmenite,1777000,BGS
Australia,1994,Leucoxene,33000,BGS
Australia,1994,Rutile,233000,BGS
Australia,1994,titanium ores and concentrates,2043000,BGS
Australia,1995,Ilmenite,1980000,BGS
Australia,1995,Leucoxene,31000,BGS
Australia,1995,Rutile,204000,BGS
Australia,1995,titanium ores and concentrates,2215000,BGS
Australia,1996,Ilmenite,2030000,BGS
Australia,1996,Leucoxene,30000,BGS
Australia,1996,Rutile,183000,BGS
Australia,1996,titanium ores and concentrates,2243000,BGS
Australia,1997,Ilmenite,2233000,BGS
Australia,1997,Leucoxene,32000,BGS
Australia,1997,Rutile,233000,BGS
Australia,1997,titanium ores and concentrates,2498000,BGS
Australia,1998,Ilmenite,2413000,BGS
Australia,1998,Leucoxene,32000,BGS
Australia,1998,Rutile,244000,BGS
Australia,1998,titanium ores and concentrates,2689000,BGS
Australia,1999,Ilmenite,1936000,BGS
Australia,1999,Leucoxene,33000,BGS
Australia,1999,Rutile,182000,BGS
Australia,1999,titanium ores and concentrates,2151000,BGS
Australia,2000,Ilmenite,2146000,BGS
Australia,2000,Leucoxene,37000,BGS
Australia,2000,Rutile,207000,BGS
Australia,2000,titanium ores and concentrates,2390000,BGS
Australia,2001,Ilmenite,2019000,BGS
Australia,2001,Leucoxene,30000,BGS
Australia,2001,Rutile,207000,BGS
Australia,2001,titanium ores and concentrates,2256000,BGS
Australia,2002,Ilmenite,2092000,BGS
Australia,2002,Leucoxene,38000,BGS
Australia,2002,Rutile,219000,BGS
Australia,2002,titanium ores and concentrates,2349000,BGS
Australia,2003,Ilmenite,2006000,BGS
Australia,2003,Leucoxene,57000,BGS
Australia,2003,Rutile,173000,BGS
Australia,2003,titanium ores and concentrates,2236000,BGS
Australia,2004,Ilmenite,1934000,BGS
Australia,2004,Leucoxene,44000,BGS
Australia,2004,Rutile,162000,BGS
Australia,2004,titanium ores and concentrates,2140000,BGS
Australia,2005,Ilmenite,2034000,BGS
Australia,2005,Leucoxene,62000,BGS
Australia,2005,Rutile,177000,BGS
Australia,2005,titanium ores and concentrates,2273000,BGS
Australia,2006,Ilmenite,2378000,BGS
Australia,2006,Leucoxene,135000,BGS
Australia,2006,Rutile,232000,BGS
Australia,2006,titanium ores and concentrates,2745000,BGS
Australia,2007,Ilmenite,2339000,BGS
Australia,2007,Leucoxene,164000,BGS
Australia,2007,Rutile,312000,BGS
Australia,2007,titanium ores and concentrates,2815000,BGS
Australia,2008,Ilmenite,2060000,BGS
Australia,2008,Leucoxene,126000,BGS
Australia,2008,Rutile,318000,BGS
Australia,2008,titanium ores and concentrates,2504000,BGS
Australia,2009,Ilmenite,1577000,BGS
Australia,2009,Leucoxene,137000,BGS
Australia,2009,Rutile,285000,BGS
Australia,2009,titanium ores and concentrates,1999000,BGS
Australia,2010,Ilmenite,1339000,BGS
Australia,2010,Leucoxene,160000,BGS
Australia,2010,Rutile,438000,BGS
Australia,2010,titanium ores and concentrates,1937000,BGS
Australia,2011,Ilmenite,1275400,BGS
Australia,2011,Leucoxene,200000,BGS
Australia,2011,Rutile,466700,BGS
Australia,2011,titanium ores and concentrates,1942100,BGS
Australia,2012,Ilmenite,1331400,BGS
Australia,2012,Leucoxene,228000,BGS
Australia,2012,Rutile,439600,BGS
Australia,2012,titanium ores and concentrates,1999000,BGS
Australia,2013,Ilmenite,1313800,BGS
Australia,2013,Leucoxene,225500,BGS
Australia,2013,Rutile,250400,BGS
Australia,2013,titanium ores and concentrates,1789700,BGS
Australia,2014,Ilmenite,1138000,BGS
Australia,2014,Leucoxene,241000,BGS
Australia,2014,Rutile,340700,BGS
Australia,2014,titanium ores and concentrates,1719700,BGS
Australia,2015,Ilmenite,1146935,BGS
Australia,2015,Leucoxene,246000,BGS
Australia,2015,Rutile,294600,BGS
Australia,2015,titanium ores and concentrates,1687535,BGS
Australia,2016,Ilmenite,765399,BGS
Australia,2016,Leucoxene,73380,BGS
Australia,2016,Rutile,284772,BGS
Australia,2016,titanium ores and concentrates,1123551,BGS
Australia,2017,Ilmenite,693763,BGS
Australia,2017,Leucoxene,57148,BGS
Australia,2017,Rutile,227462,BGS
Australia,2017,titanium ores and concentrates,978373,BGS
Australia,2018,Ilmenite,569472,BGS
Australia,2018,Leucoxene,69183,BGS
Australia,2018,Rutile,209762,BGS
Australia,2018,titanium ores and concentrates,848417,BGS
Australia,2019,Ilmenite,596288,BGS
Australia,2019,Leucoxene,46743,BGS
Australia,2019,Rutile,154507,BGS
Australia,2019,titanium ores and concentrates,797538,BGS
Australia,2020,Ilmenite,634165,BGS
Australia,2020,Leucoxene,79058,BGS
Australia,2020,Rutile,156389,BGS
Australia,2020,titanium ores and concentrates,869612,BGS
Australia,2021,Ilmenite,519875,BGS
Australia,2021,Leucoxene,31754,BGS
Australia,2021,Rutile,138906,BGS
Australia,2021,titanium ores and concentrates,690535,BGS
Australia,2022,Ilmenite,500000,BGS
Australia,2022,Leucoxene,38453,BGS
Australia,2022,Rutile,99995,BGS
Australia,2022,titanium ores and concentrates,638448,BGS
Brazil,1970,Ilmenite,20644,BGS
Brazil,1970,Rutile,1,BGS
Brazil,1970,titanium ores and concentrates,20645,BGS
Brazil,1971,Ilmenite,11198,BGS
Brazil,1971,Rutile,0,BGS
Brazil,1971,titanium ores and concentrates,11198,BGS
Brazil,1972,Ilmenite,3791,BGS
Brazil,1972,Rutile,316,BGS
Brazil,1972,titanium ores and concentrates,4107,BGS
Brazil,1973,Ilmenite,6400,BGS
Brazil,1973,Rutile,178,BGS
Brazil,1973,titanium ores and concentrates,6578,BGS
Brazil,1974,Ilmenite,6743,BGS
Brazil,1974,Rutile,146,BGS
Brazil,1974,titanium ores and concentrates,6889,BGS
Brazil,1975,Ilmenite,4596,BGS
Brazil,1975,Rutile,104,BGS
Brazil,1975,titanium ores and concentrates,4700,BGS
Brazil,1976,Ilmenite,14615,BGS
Brazil,1976,Rutile,51,BGS
Brazil,1976,titanium ores and concentrates,14666,BGS
Brazil,1977,Ilmenite,13268,BGS
Brazil,1977,Rutile,128,BGS
Brazil,1977,titanium ores and concentrates,13396,BGS
Brazil,1978,Ilmenite,20077,BGS
Brazil,1978,Rutile,365,BGS
Brazil,1978,titanium ores and concentrates,20442,BGS
Brazil,1979,Ilmenite,13191,BGS
Brazil,1979,Rutile,439,BGS
Brazil,1979,titanium ores and concentrates,13630,BGS
Brazil,1980,Ilmenite,16839,BGS
Brazil,1980,Rutile,428,BGS
Brazil,1980,titanium ores and concentrates,17267,BGS
Brazil,1981,Ilmenite,19889,BGS
Brazil,1981,Rutile,205,BGS
Brazil,1981,titanium ores and concentrates,20094,BGS
Brazil,1982,Ilmenite,11322,BGS
Brazil,1982,Rutile,234,BGS
Brazil,1982,titanium ores and concentrates,11556,BGS
Brazil,1983,Ilmenite,48193,BGS
Brazil,1983,Rutile,1058,BGS
Brazil,1983,titanium ores and concentrates,49251,BGS
Brazil,1984,Ilmenite,61227,BGS
Brazil,1984,Rutile,682,BGS
Brazil,1984,titanium ores and concentrates,61909,BGS
Brazil,1985,Ilmenite,68827,BGS
Brazil,1985,Rutile,389,BGS
Brazil,1985,titanium ores and concentrates,69216,BGS
Brazil,1986,Ilmenite,61414,BGS
Brazil,1986,Rutile,311,BGS
Brazil,1986,titanium ores and concentrates,61725,BGS
Brazil,1987,Ilmenite,169303,BGS
Brazil,1987,Rutile,392,BGS
Brazil,1987,titanium ores and concentrates,169695,BGS
Brazil,1988,Ilmenite,142167,BGS
Brazil,1988,Rutile,1514,BGS
Brazil,1988,titanium ores and concentrates,143681,BGS
Brazil,1989,Ilmenite,144212,BGS
Brazil,1989,Rutile,2613,BGS
Brazil,1989,titanium ores and concentrates,146825,BGS
Brazil,1990,Ilmenite,101264,BGS
Brazil,1990,Rutile,2350,BGS
Brazil,1990,titanium ores and concentrates,103614,BGS
Brazil,1991,Ilmenite,69064,BGS
Brazil,1991,Rutile,1094,BGS
Brazil,1991,titanium ores and concentrates,70158,BGS
Brazil,1992,Ilmenite,77104,BGS
Brazil,1992,Rutile,1826,BGS
Brazil,1992,titanium ores and concentrates,78930,BGS
Brazil,1993,Ilmenite,101255,BGS
Brazil,1993,Rutile,1744,BGS
Brazil,1993,titanium ores and concentrates,102999,BGS
Brazil,1994,Ilmenite,97439,BGS
Brazil,1994,Rutile,1911,BGS
Brazil,1994,titanium ores and concentrates,99350,BGS
Brazil,1995,Ilmenite,102125,BGS
Brazil,1995,Rutile,1985,BGS
Brazil,1995,titanium ores and concentrates,104110,BGS
Brazil,1996,Ilmenite,125520,BGS
Brazil,1996,Rutile,1771,BGS
Brazil,1996,titanium ores and concentrates,127291,BGS
Brazil,1997,Ilmenite,184655,BGS
Brazil,1997,Rutile,2196,BGS
Brazil,1997,titanium ores and concentrates,186851,BGS
Brazil,1998,Ilmenite,115444,BGS
Brazil,1998,Rutile,2323,BGS
Brazil,1998,titanium ores and concentrates,117767,BGS
Brazil,1999,Ilmenite,234209,BGS
Brazil,1999,Rutile,3388,BGS
Brazil,1999,titanium ores and concentrates,237597,BGS
Brazil,2000,Ilmenite,123000,BGS
Brazil,2000,Rutile,3162,BGS
Brazil,2000,titanium ores and concentrates,126162,BGS
Brazil,2001,Ilmenite,162000,BGS
Brazil,2001,Rutile,2500,BGS
Brazil,2001,titanium ores and concentrates,164500,BGS
Brazil,2002,Ilmenite,174382,BGS
Brazil,2002,Rutile,2645,BGS
Brazil,2002,titanium ores and concentrates,177027,BGS
Brazil,2003,Ilmenite,120160,BGS
Brazil,2003,Rutile,2500,BGS
Brazil,2003,titanium ores and concentrates,122660,BGS
Brazil,2004,Ilmenite,133000,BGS
Brazil,2004,Rutile,3000,BGS
Brazil,2004,titanium ores and concentrates,136000,BGS
Brazil,2005,Ilmenite,127142,BGS
Brazil,2005,Rutile,2782,BGS
Brazil,2005,titanium ores and concentrates,129924,BGS
Brazil,2006,Ilmenite,130000,BGS
Brazil,2006,Rutile,3000,BGS
Brazil,2006,titanium ores and concentrates,133000,BGS
Brazil,2007,Ilmenite,130000,BGS
Brazil,2007,Rutile,3000,BGS
Brazil,2007,titanium ores and concentrates,133000,BGS
Brazil,2008,Ilmenite,110000,BGS
Brazil,2008,Rutile,3000,BGS
Brazil,2008,titanium ores and concentrates,113000,BGS
Brazil,2009,Ilmenite,39000,BGS
Brazil,2009,Rutile,3000,BGS
Brazil,2009,titanium ores and concentrates,42000,BGS
Brazil,2010,Ilmenite,53928,BGS
Brazil,2010,Rutile,2331,BGS
Brazil,2010,titanium ores and concentrates,56259,BGS
Brazil,2011,Ilmenite,68804,BGS
Brazil,2011,Rutile,2350,BGS
Brazil,2011,titanium ores and concentrates,71154,BGS
Brazil,2012,Ilmenite,69071,BGS
Brazil,2012,Rutile,1881,BGS
Brazil,2012,titanium ores and concentrates,70952,BGS
Brazil,2013,Ilmenite,78264,BGS
Brazil,2013,Rutile,2021,BGS
Brazil,2013,titanium ores and concentrates,80285,BGS
Brazil,2014,Ilmenite,81278,BGS
Brazil,2014,Rutile,1834,BGS
Brazil,2014,titanium ores and concentrates,83112,BGS
Brazil,2015,Ilmenite,80975,BGS
Brazil,2015,Rutile,0,BGS
Brazil,2015,titanium ores and concentrates,80975,BGS
Brazil,2016,Ilmenite,66500,BGS
Brazil,2016,Rutile,0,BGS
Brazil,2016,titanium ores and concentrates,66500,BGS
Brazil,2017,Ilmenite,50000,BGS
Brazil,2017,Rutile,0,BGS
Brazil,2017,titanium ores and concentrates,50000,BGS
Brazil,2018,Ilmenite,76039,BGS
Brazil,2018,Rutile,0,BGS
Brazil,2018,titanium ores and concentrates,76039,BGS
Brazil,2019,Ilmenite,90070,BGS
Brazil,2019,Rutile,0,BGS
Brazil,2019,titanium ores and concentrates,90070,BGS
Brazil,2020,Ilmenite,61848,BGS
Brazil,2020,Rutile,0,BGS
Brazil,2020,titanium ores and concentrates,61848,BGS
Brazil,2021,Ilmenite,132998,BGS
Brazil,2021,Rutile,0,BGS
Brazil,2021,titanium ores and concentrates,132998,BGS
Brazil,2022,Ilmenite,17369,BGS
Brazil,2022,Rutile,0,BGS
Brazil,2022,titanium ores and concentrates,17369,BGS
Burundi,1970,titanium ores and concentrates,0,BGS
Burundi,1971,titanium ores and concentrates,0,BGS
Burundi,1972,titanium ores and concentrates,0,BGS
Burundi,1973,titanium ores and concentrates,0,BGS
Burundi,1974,titanium ores and concentrates,0,BGS
Burundi,1975,titanium ores and concentrates,0,BGS
Burundi,1976,titanium ores and concentrates,0,BGS
Burundi,1977,titanium ores and concentrates,0,BGS
Burundi,1978,titanium ores and concentrates,0,BGS
Burundi,1979,titanium ores and concentrates,0,BGS
Burundi,1980,titanium ores and concentrates,0,BGS
Burundi,1981,titanium ores and concentrates,0,BGS
Burundi,1982,titanium ores and concentrates,0,BGS
Burundi,1983,titanium ores and concentrates,0,BGS
Burundi,1984,titanium ores and concentrates,0,BGS
Burundi,1985,titanium ores and concentrates,0,BGS
Burundi,1986,titanium ores and concentrates,0,BGS
Burundi,1987,titanium ores and concentrates,0,BGS
Burundi,1988,titanium ores and concentrates,0,BGS
Burundi,1989,titanium ores and concentrates,0,BGS
Burundi,1990,titanium ores and concentrates,0,BGS
Burundi,1991,titanium ores and concentrates,0,BGS
Burundi,1992,titanium ores and concentrates,0,BGS
Burundi,1993,titanium ores and concentrates,0,BGS
Burundi,1994,titanium ores and concentrates,0,BGS
Burundi,1995,titanium ores and concentrates,0,BGS
Burundi,1996,titanium ores and concentrates,0,BGS
Burundi,1997,titanium ores and concentrates,0,BGS
Burundi,1998,titanium ores and concentrates,0,BGS
Burundi,1999,titanium ores and concentrates,0,BGS
Burundi,2000,titanium ores and concentrates,0,BGS
Burundi,2001,titanium ores and concentrates,0,BGS
Burundi,2002,titanium ores and concentrates,0,BGS
Burundi,2003,titanium ores and concentrates,0,BGS
Burundi,2004,titanium ores and concentrates,0,BGS
Burundi,2005,titanium ores and concentrates,0,BGS
Burundi,2006,titanium ores and concentrates,0,BGS
Burundi,2007,titanium ores and concentrates,0,BGS
Burundi,2008,titanium ores and concentrates,0,BGS
Burundi,2009,titanium ores and concentrates,0,BGS
Burundi,2010,titanium ores and concentrates,0,BGS
Burundi,2011,titanium ores and concentrates,21,BGS
Burundi,2012,titanium ores and concentrates,0,BGS
Burundi,2013,titanium ores and concentrates,0,BGS
Burundi,2014,titanium ores and concentrates,0,BGS
Burundi,2015,titanium ores and concentrates,0,BGS
Burundi,2016,titanium ores and concentrates,0,BGS
Burundi,2017,titanium ores and concentrates,0,BGS
Burundi,2018,titanium ores and concentrates,0,BGS
Burundi,2019,titanium ores and concentrates,0,BGS
Burundi,2020,titanium ores and concentrates,0,BGS
Burundi,2021,titanium ores and concentrates,0,BGS
Burundi,2022,titanium ores and concentrates,0,BGS
Canada,1970,titanium ores and concentrates,1892286,BGS
Canada,1971,titanium ores and concentrates,1893302,BGS
Canada,1972,titanium ores and concentrates,2048879,BGS
Canada,1973,titanium ores and concentrates,2082206,BGS
Canada,1974,titanium ores and concentrates,N/A,BGS
Canada,1975,titanium ores and concentrates,N/A,BGS
Canada,1976,titanium ores and concentrates,N/A,BGS
Canada,1977,titanium ores and concentrates,1442280,BGS
Canada,1978,titanium ores and concentrates,1809990,BGS
Canada,1979,titanium ores and concentrates,1004260,BGS
Canada,1980,titanium ores and concentrates,1853270,BGS
Canada,1981,titanium ores and concentrates,2008117,BGS
Canada,1982,titanium ores and concentrates,1610000,BGS
Canada,1983,titanium ores and concentrates,1865000,BGS
Canada,1984,titanium ores and concentrates,1780000,BGS
Canada,1985,titanium ores and concentrates,2560000,BGS
Canada,1986,titanium ores and concentrates,3000000,BGS
Canada,1987,titanium ores and concentrates,3000000,BGS
Canada,1988,titanium ores and concentrates,2800000,BGS
Canada,1989,titanium ores and concentrates,3400000,BGS
Canada,1990,titanium ores and concentrates,3200000,BGS
Canada,1991,titanium ores and concentrates,2000000,BGS
Canada,1992,titanium ores and concentrates,2200000,BGS
Canada,1993,titanium ores and concentrates,2100000,BGS
Canada,1994,titanium ores and concentrates,2200000,BGS
Canada,1995,titanium ores and concentrates,2200000,BGS
Canada,1996,titanium ores and concentrates,2500000,BGS
Canada,1997,titanium ores and concentrates,2400000,BGS
Canada,1998,titanium ores and concentrates,2700000,BGS
Canada,1999,titanium ores and concentrates,2500000,BGS
Canada,2000,titanium ores and concentrates,2100000,BGS
Canada,2001,titanium ores and concentrates,2300000,BGS
Canada,2002,titanium ores and concentrates,2100000,BGS
Canada,2003,titanium ores and concentrates,1900000,BGS
Canada,2004,titanium ores and concentrates,2100000,BGS
Canada,2005,titanium ores and concentrates,2100000,BGS
Canada,2006,titanium ores and concentrates,2400000,BGS
Canada,2007,titanium ores and concentrates,2500000,BGS
Canada,2008,titanium ores and concentrates,2600000,BGS
Canada,2009,titanium ores and concentrates,2000000,BGS
Canada,2010,titanium ores and concentrates,2400000,BGS
Canada,2011,titanium ores and concentrates,2500000,BGS
Canada,2012,titanium ores and concentrates,2700000,BGS
Canada,2013,titanium ores and concentrates,2800000,BGS
Canada,2014,titanium ores and concentrates,2500000,BGS
Canada,2015,titanium ores and concentrates,1900000,BGS
Canada,2016,titanium ores and concentrates,1800000,BGS
Canada,2017,titanium ores and concentrates,2300000,BGS
Canada,2018,titanium ores and concentrates,2000000,BGS
Canada,2019,titanium ores and concentrates,2100000,BGS
Canada,2020,titanium ores and concentrates,1900000,BGS
Canada,2021,titanium ores and concentrates,1700000,BGS
Canada,2022,titanium ores and concentrates,2100000,BGS
China,1970,titanium ores and concentrates,0,BGS
China,1971,titanium ores and concentrates,0,BGS
China,1972,titanium ores and concentrates,0,BGS
China,1973,titanium ores and concentrates,0,BGS
China,1974,titanium ores and concentrates,0,BGS
China,1975,titanium ores and concentrates,0,BGS
China,1976,titanium ores and concentrates,0,BGS
China,1977,titanium ores and concentrates,0,BGS
China,1978,titanium ores and concentrates,0,BGS
China,1979,titanium ores and concentrates,0,BGS
China,1980,titanium ores and concentrates,0,BGS
China,1981,titanium ores and concentrates,135000,BGS
China,1982,titanium ores and concentrates,135000,BGS
China,1983,titanium ores and concentrates,140000,BGS
China,1984,titanium ores and concentrates,145000,BGS
China,1985,titanium ores and concentrates,145000,BGS
China,1986,titanium ores and concentrates,145000,BGS
China,1987,titanium ores and concentrates,145000,BGS
China,1988,titanium ores and concentrates,150000,BGS
China,1989,titanium ores and concentrates,271000,BGS
China,1990,titanium ores and concentrates,184000,BGS
China,1991,titanium ores and concentrates,229000,BGS
China,1992,titanium ores and concentrates,304900,BGS
China,1993,titanium ores and concentrates,226000,BGS
China,1994,titanium ores and concentrates,216500,BGS
China,1995,titanium ores and concentrates,0,BGS
China,1996,titanium ores and concentrates,0,BGS
China,1997,titanium ores and concentrates,218200,BGS
China,1998,titanium ores and concentrates,58200,BGS
China,1999,titanium ores and concentrates,400000,BGS
China,2000,titanium ores and concentrates,650000,BGS
China,2001,titanium ores and concentrates,750000,BGS
China,2002,titanium ores and concentrates,840000,BGS
China,2003,titanium ores and concentrates,840000,BGS
China,2004,titanium ores and concentrates,840000,BGS
China,2005,titanium ores and concentrates,1060000,BGS
China,2006,titanium ores and concentrates,1260000,BGS
China,2007,titanium ores and concentrates,1260000,BGS
China,2008,titanium ores and concentrates,1080000,BGS
China,2009,titanium ores and concentrates,900000,BGS
China,2010,titanium ores and concentrates,1400000,BGS
China,2011,titanium ores and concentrates,1420000,BGS
China,2012,titanium ores and concentrates,1340000,BGS
China,2013,titanium ores and concentrates,1420000,BGS
China,2014,titanium ores and concentrates,4240000,BGS
China,2015,titanium ores and concentrates,3910000,BGS
China,2016,titanium ores and concentrates,3800000,BGS
China,2017,titanium ores and concentrates,3830000,BGS
China,2018,titanium ores and concentrates,4200000,BGS
China,2019,titanium ores and concentrates,4600000,BGS
China,2020,titanium ores and concentrates,5100000,BGS
China,2021,titanium ores and concentrates,5100000,BGS
China,2022,titanium ores and concentrates,5100000,BGS
Egypt,1970,titanium ores and concentrates,0,BGS
Egypt,1971,titanium ores and concentrates,0,BGS
Egypt,1972,titanium ores and concentrates,0,BGS
Egypt,1973,titanium ores and concentrates,0,BGS
Egypt,1974,titanium ores and concentrates,0,BGS
Egypt,1975,titanium ores and concentrates,0,BGS
Egypt,1976,titanium ores and concentrates,0,BGS
Egypt,1977,titanium ores and concentrates,0,BGS
Egypt,1978,titanium ores and concentrates,0,BGS
Egypt,1979,titanium ores and concentrates,0,BGS
Egypt,1980,titanium ores and concentrates,0,BGS
Egypt,1981,titanium ores and concentrates,0,BGS
Egypt,1982,titanium ores and concentrates,0,BGS
Egypt,1983,titanium ores and concentrates,0,BGS
Egypt,1984,titanium ores and concentrates,0,BGS
Egypt,1985,titanium ores and concentrates,0,BGS
Egypt,1986,titanium ores and concentrates,0,BGS
Egypt,1987,titanium ores and concentrates,0,BGS
Egypt,1988,titanium ores and concentrates,0,BGS
Egypt,1989,titanium ores and concentrates,0,BGS
Egypt,1990,titanium ores and concentrates,0,BGS
Egypt,1991,titanium ores and concentrates,0,BGS
Egypt,1992,titanium ores and concentrates,0,BGS
Egypt,1993,titanium ores and concentrates,0,BGS
Egypt,1994,titanium ores and concentrates,0,BGS
Egypt,1995,titanium ores and concentrates,0,BGS
Egypt,1996,titanium ores and concentrates,57000,BGS
Egypt,1997,titanium ores and concentrates,124180,BGS
Egypt,1998,titanium ores and concentrates,125000,BGS
Egypt,1999,titanium ores and concentrates,130000,BGS
Egypt,2000,titanium ores and concentrates,125000,BGS
Egypt,2001,titanium ores and concentrates,125000,BGS
Egypt,2002,titanium ores and concentrates,125000,BGS
Egypt,2003,titanium ores and concentrates,125000,BGS
Egypt,2004,titanium ores and concentrates,120000,BGS
Egypt,2005,titanium ores and concentrates,120000,BGS
Egypt,2006,titanium ores and concentrates,120000,BGS
Egypt,2007,titanium ores and concentrates,108000,BGS
Egypt,2008,titanium ores and concentrates,88000,BGS
Egypt,2009,titanium ores and concentrates,88000,BGS
Egypt,2010,titanium ores and concentrates,11000,BGS
Egypt,2011,titanium ores and concentrates,0,BGS
Egypt,2012,titanium ores and concentrates,0,BGS
Egypt,2013,titanium ores and concentrates,0,BGS
Egypt,2014,titanium ores and concentrates,0,BGS
Egypt,2015,titanium ores and concentrates,0,BGS
Egypt,2016,titanium ores and concentrates,0,BGS
Egypt,2017,titanium ores and concentrates,0,BGS
Egypt,2018,titanium ores and concentrates,0,BGS
Egypt,2019,titanium ores and concentrates,0,BGS
Egypt,2020,titanium ores and concentrates,0,BGS
Egypt,2021,titanium ores and concentrates,0,BGS
Egypt,2022,titanium ores and concentrates,0,BGS
Finland,1970,Ilmenite,151000,BGS
Finland,1970,titanium ores and concentrates,151000,BGS
Finland,1971,Ilmenite,139500,BGS
Finland,1971,titanium ores and concentrates,139500,BGS
Finland,1972,Ilmenite,149500,BGS
Finland,1972,titanium ores and concentrates,149500,BGS
Finland,1973,Ilmenite,159000,BGS
Finland,1973,titanium ores and concentrates,159000,BGS
Finland,1974,Ilmenite,152000,BGS
Finland,1974,titanium ores and concentrates,152000,BGS
Finland,1975,Ilmenite,122600,BGS
Finland,1975,titanium ores and concentrates,122600,BGS
Finland,1976,Ilmenite,122600,BGS
Finland,1976,titanium ores and concentrates,122600,BGS
Finland,1977,Ilmenite,124700,BGS
Finland,1977,titanium ores and concentrates,124700,BGS
Finland,1978,Ilmenite,131900,BGS
Finland,1978,titanium ores and concentrates,131900,BGS
Finland,1979,Ilmenite,131500,BGS
Finland,1979,titanium ores and concentrates,131500,BGS
Finland,1980,Ilmenite,159000,BGS
